Period,Geography,Product,Campaign,Outlet,Creative,VariableName,VariableValue
2024-10-07,Chicago,,,,,Sales,210.0615449110233
2024-10-07,Dallas,,,,,Sales,122.62639923328767
2024-10-07,Houston,,,,,Sales,276.32933492648823
2024-10-07,Atlanta,,,,,Sales,164.29622021660163
2024-10-07,Phoenix,,,,,Sales,186.25750930816122
2024-10-07,Seattle,,,,,Sales,162.4915623451831
2024-10-07,NYC,,,,,TV,311.2670137587363
2024-10-07,LA,,,,,TV,5.612831116156795
2024-10-07,Chicago,,,,,TV,267.056218645242
2024-10-07,Dallas,,,,,TV,9.727989110985302
2024-10-07,Houston,,,,,TV,71.6032458016816
2024-10-07,Atlanta,,,,,TV,80.46803009276692
2024-10-07,Phoenix,,,,,TV,80.59194773943814
2024-10-07,Seattle,,,,,TV,342.42796949874776
2024-10-07,NYC,,,,,Search,0.4681200144871185
2024-10-07,LA,,,,,Search,0.22007190509095867
2024-10-07,Chicago,,,,,Search,17.94342775948241
2024-10-07,Dallas,,,,,Search,2.186411704012221
2024-10-07,Houston,,,,,Search,22.259063611272808
2024-10-07,Atlanta,,,,,Search,7.659023578527554
2024-10-07,Phoenix,,,,,Search,0.2956058808074727
2024-10-07,Seattle,,,,,Search,0.6826093969593097
2024-10-07,NYC,,,,,Social,0.6130347659625436
2024-10-07,LA,,,,,Social,0.35939819999410916
2024-10-07,Chicago,,,,,Social,11.338216572918077
2024-10-07,Dallas,,,,,Social,0.2366755334798163
2024-10-07,Houston,,,,,Social,0.5388458475017953
2024-10-07,Atlanta,,,,,Social,0.9364715138879419
2024-10-07,Phoenix,,,,,Social,0.5574509432762711
2024-10-07,Seattle,,,,,Social,0.2920081923941989
2024-10-07,NYC,,,,,Display,3.6907876554944297
2024-10-07,LA,,,,,Display,2.751581829903451
2024-10-07,Chicago,,,,,Display,4.239083432408923
2024-10-07,Dallas,,,,,Display,3.682834586003343
2024-10-07,Houston,,,,,Display,50.5357686927928
2024-10-07,Atlanta,,,,,Display,52.082499993621646
2024-10-07,Phoenix,,,,,Display,2.757640944222229
2024-10-07,Seattle,,,,,Display,24.096719345661036
2024-10-07,NYC,,,,,Price,12.60077649330674
2024-10-07,LA,,,,,Price,12.235283891044311
2024-10-07,Chicago,,,,,Price,12.203200694348341
2024-10-07,Dallas,,,,,Price,12.578150653228004
2024-10-07,Houston,,,,,Price,12.693459786048273
2024-10-07,Atlanta,,,,,Price,12.44597889601642
2024-10-07,Phoenix,,,,,Price,12.345098014346966
2024-10-07,Seattle,,,,,Price,12.70055543011017
2024-10-14,NYC,,,,,Sales,168.8276027969389
2024-10-14,LA,,,,,Sales,171.78752000521294
2024-10-14,Chicago,,,,,Sales,185.83937920616924
2024-10-14,Dallas,,,,,Sales,108.43170769412068
2024-10-14,Houston,,,,,Sales,293.4175694928378
2024-10-14,Atlanta,,,,,Sales,186.12447632941888
2024-10-14,Phoenix,,,,,Sales,200.3052704903625
2024-10-14,Seattle,,,,,Sales,179.3657203185952
2024-10-14,NYC,,,,,TV,188.2504728993541
2024-10-14,LA,,,,,TV,8.052602524799749
2024-10-14,Chicago,,,,,TV,112.20410664725486
2024-10-14,Dallas,,,,,TV,8.594960833012893
2024-10-14,Houston,,,,,TV,6.480206144569237
2024-10-14,Atlanta,,,,,TV,122.68721324836454
2024-10-14,Phoenix,,,,,TV,18.999925485135048
2024-10-14,Seattle,,,,,TV,458.03555064549573
2024-10-14,NYC,,,,,Search,0.3987275736243128
2024-10-14,LA,,,,,Search,0.22987591494589873
2024-10-14,Chicago,,,,,Search,10.310691960629567
2024-10-14,Dallas,,,,,Search,5.31924807292433
2024-10-14,Houston,,,,,Search,13.516047451482997
2024-10-14,Atlanta,,,,,Search,7.648282392429544
2024-10-14,Phoenix,,,,,Search,0.36974455327063255
2024-10-14,Seattle,,,,,Search,0.9599801244358869
2024-10-14,NYC,,,,,Social,0.4060286015577995
2024-10-14,LA,,,,,Social,0.23091754317023938
2024-10-14,Chicago,,,,,Social,13.664701136363881
2024-10-14,Dallas,,,,,Social,0.3164539407434049
2024-10-14,Houston,,,,,Social,0.5576720242976952
2024-10-14,Atlanta,,,,,Social,0.5587525110424961
2024-10-14,Phoenix,,,,,Social,0.38158587979080794
2024-10-14,Seattle,,,,,Social,0.7366729614856768
2024-10-14,NYC,,,,,Display,3.072745587058568
2024-10-14,LA,,,,,Display,25.111996260837188
2024-10-14,Chicago,,,,,Display,5.775721240627301
2024-10-14,Dallas,,,,,Display,2.923835355415915
2024-10-14,Houston,,,,,Display,53.32972471914755
2024-10-14,Atlanta,,,,,Display,61.57214364854715
2024-10-14,Phoenix,,,,,Display,2.860378207897645
2024-10-14,Seattle,,,,,Display,50.42155199138773
2024-10-14,NYC,,,,,Price,12.038846606570418
2024-10-14,LA,,,,,Price,12.03169318917421
2024-10-14,Chicago,,,,,Price,12.497574053334654
2024-10-14,Dallas,,,,,Price,12.69587349565157
2024-10-14,Houston,,,,,Price,12.573792899693622
2024-10-14,Atlanta,,,,,Price,12.289599365942493
2024-10-14,Phoenix,,,,,Price,12.311077137727352
2024-10-14,Seattle,,,,,Price,12.370088506986885
2024-10-21,NYC,,,,,Sales,154.0290210974134
2024-10-21,LA,,,,,Sales,185.78898812132798
2024-10-21,Chicago,,,,,Sales,148.02341897589199
2024-10-21,Dallas,,,,,Sales,112.06785760902778
2024-10-21,Houston,,,,,Sales,270.6640479005604
2024-10-21,Atlanta,,,,,Sales,207.68768197209363
2024-10-21,Phoenix,,,,,Sales,174.65566240588282
2024-10-21,Seattle,,,,,Sales,191.374750519766
2024-10-21,NYC,,,,,TV,22.993456505080804
2024-10-21,LA,,,,,TV,5.707265327522203
2024-10-21,Chicago,,,,,TV,8.017308531462625
2024-10-21,Dallas,,,,,TV,8.315441934547044
2024-10-21,Houston,,,,,TV,12.070613290103982
2024-10-21,Atlanta,,,,,TV,227.88723868933653
2024-10-21,Phoenix,,,,,TV,5.2275149064411055
2024-10-21,Seattle,,,,,TV,175.79113076680528
2024-10-21,NYC,,,,,Search,0.4612198345175263
2024-10-21,LA,,,,,Search,0.26613657467832297
2024-10-21,Chicago,,,,,Search,5.28227368181375
2024-10-21,Dallas,,,,,Search,3.9843341310721363
2024-10-21,Houston,,,,,Search,1.0197757472489926
2024-10-21,Atlanta,,,,,Search,1.8290536482233164
2024-10-21,Phoenix,,,,,Search,2.589014326808865
2024-10-21,Seattle,,,,,Search,0.7814262803853983
2024-10-21,NYC,,,,,Social,0.6798661662834893
2024-10-21,LA,,,,,Social,0.49364904293231515
2024-10-21,Chicago,,,,,Social,6.7042205160987045
2024-10-21,Dallas,,,,,Social,0.6904060676538348
2024-10-21,Houston,,,,,Social,7.9599252567846195
2024-10-21,Atlanta,,,,,Social,0.6694112839708378
2024-10-21,Phoenix,,,,,Social,0.3752657568983395
2024-10-21,Seattle,,,,,Social,0.35912422321354387
2024-10-21,NYC,,,,,Display,4.467860903675423
2024-10-21,LA,,,,,Display,33.8033329818074
2024-10-21,Chicago,,,,,Display,7.406279332538331
2024-10-21,Dallas,,,,,Display,7.830273248815439
2024-10-21,Houston,,,,,Display,40.3712115358966
2024-10-21,Atlanta,,,,,Display,47.80307388079099
2024-10-21,Phoenix,,,,,Display,2.9394255372380065
2024-10-21,Seattle,,,,,Display,48.85319826080498
2024-10-21,NYC,,,,,Price,12.543580298271214
2024-10-21,LA,,,,,Price,12.603803228854536
2024-10-21,Chicago,,,,,Price,12.402417070675051
2024-10-21,Dallas,,,,,Price,12.385336359654845
2024-10-21,Houston,,,,,Price,12.13537604305797
2024-10-21,Atlanta,,,,,Price,12.578099954320876
2024-10-21,Phoenix,,,,,Price,12.567749893722581
2024-10-21,Seattle,,,,,Price,12.412744928771149
2024-10-28,NYC,,,,,Sales,127.59798598513288
2024-10-28,LA,,,,,Sales,223.31626808773473
2024-10-28,Chicago,,,,,Sales,145.02335807002595
2024-10-28,Dallas,,,,,Sales,114.78598737328755
2024-10-28,Houston,,,,,Sales,236.71340342294442
2024-10-28,Atlanta,,,,,Sales,192.1416392174173
2024-10-28,Phoenix,,,,,Sales,195.31885856084315
2024-10-28,Seattle,,,,,Sales,171.0083093575248
2024-10-28,NYC,,,,,TV,11.686156135746693
2024-10-28,LA,,,,,TV,63.405319153151005
2024-10-28,Chicago,,,,,TV,7.3960237997318234
2024-10-28,Dallas,,,,,TV,82.09917935750214
2024-10-28,Houston,,,,,TV,7.68023747754807
2024-10-28,Atlanta,,,,,TV,157.91391969657067
2024-10-28,Phoenix,,,,,TV,4.762105835393128
2024-10-28,Seattle,,,,,TV,35.70353978313858
2024-10-28,NYC,,,,,Search,2.8582397243449966
2024-10-28,LA,,,,,Search,2.568918423227703
2024-10-28,Chicago,,,,,Search,0.5626833398543192
2024-10-28,Dallas,,,,,Search,0.27584642836085316
2024-10-28,Houston,,,,,Search,0.9973533732362889
2024-10-28,Atlanta,,,,,Search,0.3288928834390472
2024-10-28,Phoenix,,,,,Search,4.68824268496802
2024-10-28,Seattle,,,,,Search,2.5117666303059716
2024-10-28,NYC,,,,,Social,0.7320354020813721
2024-10-28,LA,,,,,Social,5.713259287355908
2024-10-28,Chicago,,,,,Social,1.6329063290466024
2024-10-28,Dallas,,,,,Social,4.690682657377941
2024-10-28,Houston,,,,,Social,16.766978747393193
2024-10-28,Atlanta,,,,,Social,0.8767303259393148
2024-10-28,Phoenix,,,,,Social,0.3955436491545765
2024-10-28,Seattle,,,,,Social,0.5151851090360593
2024-10-28,NYC,,,,,Display,3.6620688610330134
2024-10-28,LA,,,,,Display,47.23879537524721
2024-10-28,Chicago,,,,,Display,6.917454650332297
2024-10-28,Dallas,,,,,Display,37.879080200873624
2024-10-28,Houston,,,,,Display,47.98499497866669
2024-10-28,Atlanta,,,,,Display,38.50040897764764
2024-10-28,Phoenix,,,,,Display,40.78429805884796
2024-10-28,Seattle,,,,,Display,58.963353170391805
2024-10-28,NYC,,,,,Price,12.823943986780233
2024-10-28,LA,,,,,Price,12.619198580713661
2024-10-28,Chicago,,,,,Price,12.60742227825873
2024-10-28,Dallas,,,,,Price,12.84204590151031
2024-10-28,Houston,,,,,Price,12.590130838158263
2024-10-28,Atlanta,,,,,Price,12.271168563163684
2024-10-28,Phoenix,,,,,Price,12.665498551748149
2024-10-28,Seattle,,,,,Price,12.699311811776138
2024-11-04,NYC,,,,,Sales,172.74601943920717
2024-11-04,LA,,,,,Sales,245.30593476866255
2024-11-04,Chicago,,,,,Sales,149.64668511365494
2024-11-04,Dallas,,,,,Sales,158.05615222841396
2024-11-04,Houston,,,,,Sales,245.6144111961098
2024-11-04,Atlanta,,,,,Sales,181.5949225540965
2024-11-04,Phoenix,,,,,Sales,206.4959416698611
2024-11-04,Seattle,,,,,Sales,185.2662757765352
2024-11-04,NYC,,,,,TV,13.422004986031009
2024-11-04,LA,,,,,TV,109.0918843614509
2024-11-04,Chicago,,,,,TV,8.32631778413129
2024-11-04,Dallas,,,,,TV,241.99174582546982
2024-11-04,Houston,,,,,TV,8.024992109441824
2024-11-04,Atlanta,,,,,TV,36.468278946582636
2024-11-04,Phoenix,,,,,TV,3.738223244893354
2024-11-04,Seattle,,,,,TV,16.080299149650983
2024-11-04,NYC,,,,,Search,10.731874069010528
2024-11-04,LA,,,,,Search,5.989342544018849
2024-11-04,Chicago,,,,,Search,0.81182626129432
2024-11-04,Dallas,,,,,Search,0.29518758186190924
2024-11-04,Houston,,,,,Search,0.8210001494629631
2024-11-04,Atlanta,,,,,Search,0.3717707134086153
2024-11-04,Phoenix,,,,,Search,5.07857268716231
2024-11-04,Seattle,,,,,Search,19.275678159975957
2024-11-04,NYC,,,,,Social,0.5883150900564833
2024-11-04,LA,,,,,Social,4.828870370867461
2024-11-04,Chicago,,,,,Social,0.371456026053515
2024-11-04,Dallas,,,,,Social,4.514344237398911
2024-11-04,Houston,,,,,Social,10.42953392263543
2024-11-04,Atlanta,,,,,Social,0.5948454934468858
2024-11-04,Phoenix,,,,,Social,0.2859682975877255
2024-11-04,Seattle,,,,,Social,0.7343141934918302
2024-11-04,NYC,,,,,Display,13.039164003213289
2024-11-04,LA,,,,,Display,82.1296298282566
2024-11-04,Chicago,,,,,Display,7.2489797982442585
2024-11-04,Dallas,,,,,Display,29.253149171020674
2024-11-04,Houston,,,,,Display,13.4314100966993
2024-11-04,Atlanta,,,,,Display,18.47075457756389
2024-11-04,Phoenix,,,,,Display,88.97521510130764
2024-11-04,Seattle,,,,,Display,23.453939530617802
2024-11-04,NYC,,,,,Price,12.526172881718201
2024-11-04,LA,,,,,Price,12.030011740608153
2024-11-04,Chicago,,,,,Price,12.405804780409557
2024-11-04,Dallas,,,,,Price,12.511607173788557
2024-11-04,Houston,,,,,Price,12.870078365405066
2024-11-04,Atlanta,,,,,Price,12.352195433216309
2024-11-04,Phoenix,,,,,Price,12.133984022222887
2024-11-04,Seattle,,,,,Price,12.976121522697213
2024-11-11,NYC,,,,,Sales,185.2722667649526
2024-11-11,LA,,,,,Sales,226.6152865451571
2024-11-11,Chicago,,,,,Sales,133.19648777374454
2024-11-11,Dallas,,,,,Sales,180.3225037611017
2024-11-11,Houston,,,,,Sales,232.00352209350459
2024-11-11,Atlanta,,,,,Sales,174.54084902388823
2024-11-11,Phoenix,,,,,Sales,194.8334035978829
2024-11-11,Seattle,,,,,Sales,184.73773596327806
2024-11-11,NYC,,,,,TV,7.5759834565814
2024-11-11,LA,,,,,TV,123.07002676506698
2024-11-11,Chicago,,,,,TV,14.179672879334342
2024-11-11,Dallas,,,,,TV,131.75130613449608
2024-11-11,Houston,,,,,TV,6.618908356158456
2024-11-11,Atlanta,,,,,TV,6.74652600255253
2024-11-11,Phoenix,,,,,TV,4.241531231585571
2024-11-11,Seattle,,,,,TV,17.760046150842584
2024-11-11,NYC,,,,,Search,9.224101639650119
2024-11-11,LA,,,,,Search,2.7134215556498233
2024-11-11,Chicago,,,,,Search,0.5699140759182378
2024-11-11,Dallas,,,,,Search,0.2770262859329445
2024-11-11,Houston,,,,,Search,0.900760414144251
2024-11-11,Atlanta,,,,,Search,0.4391305629130773
2024-11-11,Phoenix,,,,,Search,2.288122148509819
2024-11-11,Seattle,,,,,Search,14.624972114612236
2024-11-11,NYC,,,,,Social,5.337763160482401
2024-11-11,LA,,,,,Social,10.662389809022272
2024-11-11,Chicago,,,,,Social,0.5479876673532439
2024-11-11,Dallas,,,,,Social,9.580203061920948
2024-11-11,Houston,,,,,Social,11.611961545874989
2024-11-11,Atlanta,,,,,Social,0.6280111071168178
2024-11-11,Phoenix,,,,,Social,0.34641792915926317
2024-11-11,Seattle,,,,,Social,0.3581199022026492
2024-11-11,NYC,,,,,Display,54.334153281002074
2024-11-11,LA,,,,,Display,37.831850393303505
2024-11-11,Chicago,,,,,Display,67.71497869681681
2024-11-11,Dallas,,,,,Display,45.08915568014706
2024-11-11,Houston,,,,,Display,2.545260034200952
2024-11-11,Atlanta,,,,,Display,3.1295713597407615
2024-11-11,Phoenix,,,,,Display,45.21992144221775
2024-11-11,Seattle,,,,,Display,28.186034998503107
2024-11-11,NYC,,,,,Price,12.260794977673722
2024-11-11,LA,,,,,Price,12.358966900058023
2024-11-11,Chicago,,,,,Price,12.301977836252528
2024-11-11,Dallas,,,,,Price,12.485925277030553
2024-11-11,Houston,,,,,Price,12.223154325989265
2024-11-11,Atlanta,,,,,Price,12.431569993952406
2024-11-11,Phoenix,,,,,Price,12.56497554494715
2024-11-11,Seattle,,,,,Price,12.884860210182103
2024-11-18,NYC,,,,,Sales,190.34401077245147
2024-11-18,LA,,,,,Sales,234.1679506660771
2024-11-18,Chicago,,,,,Sales,161.84767918683275
2024-11-18,Dallas,,,,,Sales,185.64506096876593
2024-11-18,Houston,,,,,Sales,279.1630331294626
2024-11-18,Atlanta,,,,,Sales,210.9210518590333
2024-11-18,Phoenix,,,,,Sales,196.4406252680996
2024-11-18,Seattle,,,,,Sales,163.71398093307815
2024-11-18,NYC,,,,,TV,12.322915115922664
2024-11-18,LA,,,,,TV,118.48915498316346
2024-11-18,Chicago,,,,,TV,9.890975853445532
2024-11-18,Dallas,,,,,TV,133.22633826089745
2024-11-18,Houston,,,,,TV,65.31768014982619
2024-11-18,Atlanta,,,,,TV,15.727374217727931
2024-11-18,Phoenix,,,,,TV,11.395045187739939
2024-11-18,Seattle,,,,,TV,13.750517541344044
2024-11-18,NYC,,,,,Search,1.7556584941305435
2024-11-18,LA,,,,,Search,0.3377264376948265
2024-11-18,Chicago,,,,,Search,2.408436927455937
2024-11-18,Dallas,,,,,Search,0.23508175154321465
2024-11-18,Houston,,,,,Search,11.387804024272107
2024-11-18,Atlanta,,,,,Search,2.6727040568456784
2024-11-18,Phoenix,,,,,Search,0.3901568063804129
2024-11-18,Seattle,,,,,Search,4.056712924667808
2024-11-18,NYC,,,,,Social,12.643143536845885
2024-11-18,LA,,,,,Social,5.673874752958153
2024-11-18,Chicago,,,,,Social,0.4704258856348617
2024-11-18,Dallas,,,,,Social,6.210878728914749
2024-11-18,Houston,,,,,Social,3.2737007442252337
2024-11-18,Atlanta,,,,,Social,5.757062696766443
2024-11-18,Phoenix,,,,,Social,3.245343400201083
2024-11-18,Seattle,,,,,Social,3.6906932140562367
2024-11-18,NYC,,,,,Display,86.29015407816475
2024-11-18,LA,,,,,Display,15.163774673204456
2024-11-18,Chicago,,,,,Display,142.5255497767285
2024-11-18,Dallas,,,,,Display,35.98226166966219
2024-11-18,Houston,,,,,Display,1.8047604940714843
2024-11-18,Atlanta,,,,,Display,3.288670427364507
2024-11-18,Phoenix,,,,,Display,62.105226041008834
2024-11-18,Seattle,,,,,Display,2.254494869860553
2024-11-18,NYC,,,,,Price,12.897232683268411
2024-11-18,LA,,,,,Price,12.226585568495311
2024-11-18,Chicago,,,,,Price,12.264278659686905
2024-11-18,Dallas,,,,,Price,12.296053133411753
2024-11-18,Houston,,,,,Price,12.106288726754299
2024-11-18,Atlanta,,,,,Price,12.156774370497631
2024-11-18,Phoenix,,,,,Price,12.764616734805436
2024-11-18,Seattle,,,,,Price,12.380826898821018
2024-11-25,NYC,,,,,Sales,182.43854474452303
2024-11-25,LA,,,,,Sales,221.89624482330495
2024-11-25,Chicago,,,,,Sales,188.0683610552191
2024-11-25,Dallas,,,,,Sales,139.1418983268105
2024-11-25,Houston,,,,,Sales,283.1682606396893
2024-11-25,Atlanta,,,,,Sales,210.59965435574372
2024-11-25,Phoenix,,,,,Sales,221.50740547279534
2024-11-25,Seattle,,,,,Sales,171.57541973878836
2024-11-25,NYC,,,,,TV,86.34312349433512
2024-11-25,LA,,,,,TV,11.016779588874991
2024-11-25,Chicago,,,,,TV,121.00798557933999
2024-11-25,Dallas,,,,,TV,5.856919992789027
2024-11-25,Houston,,,,,TV,86.99597044158388
2024-11-25,Atlanta,,,,,TV,10.279359895276757
2024-11-25,Phoenix,,,,,TV,56.353644618461594
2024-11-25,Seattle,,,,,TV,13.512793357201405
2024-11-25,NYC,,,,,Search,0.5193951443971572
2024-11-25,LA,,,,,Search,0.19450873563927998
2024-11-25,Chicago,,,,,Search,13.829276414761813
2024-11-25,Dallas,,,,,Search,1.710102888449361
2024-11-25,Houston,,,,,Search,15.961217831853885
2024-11-25,Atlanta,,,,,Search,7.378378778352835
2024-11-25,Phoenix,,,,,Search,0.3302913843547842
2024-11-25,Seattle,,,,,Search,0.8048287549152457
2024-11-25,NYC,,,,,Social,11.035191119814804
2024-11-25,LA,,,,,Social,2.508442587326353
2024-11-25,Chicago,,,,,Social,0.591239159804716
2024-11-25,Dallas,,,,,Social,2.2960374909293586
2024-11-25,Houston,,,,,Social,0.5957054522812717
2024-11-25,Atlanta,,,,,Social,11.040866918841411
2024-11-25,Phoenix,,,,,Social,3.6828333562447475
2024-11-25,Seattle,,,,,Social,7.635957273869353
2024-11-25,NYC,,,,,Display,83.96969364891757
2024-11-25,LA,,,,,Display,3.721798167389312
2024-11-25,Chicago,,,,,Display,139.6158410111995
2024-11-25,Dallas,,,,,Display,39.78661433158594
2024-11-25,Houston,,,,,Display,2.311713225935781
2024-11-25,Atlanta,,,,,Display,3.4580855767773246
2024-11-25,Phoenix,,,,,Display,51.823417495999855
2024-11-25,Seattle,,,,,Display,2.96466495873567
2024-11-25,NYC,,,,,Price,12.754290001401662
2024-11-25,LA,,,,,Price,12.32321793553616
2024-11-25,Chicago,,,,,Price,12.431323420082213
2024-11-25,Dallas,,,,,Price,11.81820416702403
2024-11-25,Houston,,,,,Price,12.322676144141573
2024-11-25,Atlanta,,,,,Price,12.14430580910357
2024-11-25,Phoenix,,,,,Price,12.27457797950742
2024-11-25,Seattle,,,,,Price,12.135894900067033
2024-12-02,NYC,,,,,Sales,192.63038687659545
2024-12-02,LA,,,,,Sales,209.37759663110847
2024-12-02,Chicago,,,,,Sales,217.66206649995584
2024-12-02,Dallas,,,,,Sales,147.53328483597022
2024-12-02,Houston,,,,,Sales,293.3791065183511
2024-12-02,Atlanta,,,,,Sales,201.2647488429947
2024-12-02,Phoenix,,,,,Sales,198.8789814425765
2024-12-02,Seattle,,,,,Sales,172.10742984300717
2024-12-02,NYC,,,,,TV,121.44160058917161
2024-12-02,LA,,,,,TV,5.3673033271268915
2024-12-02,Chicago,,,,,TV,219.7029760245349
2024-12-02,Dallas,,,,,TV,7.605813035788579
2024-12-02,Houston,,,,,TV,103.81077702814167
2024-12-02,Atlanta,,,,,TV,13.495169644645067
2024-12-02,Phoenix,,,,,TV,126.79826567600797
2024-12-02,Seattle,,,,,TV,168.2685229945025
2024-12-02,NYC,,,,,Search,0.5595160065901646
2024-12-02,LA,,,,,Search,0.22692520832153676
2024-12-02,Chicago,,,,,Search,21.300045660240496
2024-12-02,Dallas,,,,,Search,5.799530285788565
2024-12-02,Houston,,,,,Search,17.24573197069823
2024-12-02,Atlanta,,,,,Search,7.6730433806951215
2024-12-02,Phoenix,,,,,Search,0.17225393085204424
2024-12-02,Seattle,,,,,Search,0.620576340895226
2024-12-02,NYC,,,,,Social,8.496407190600454
2024-12-02,LA,,,,,Social,0.4801071675956386
2024-12-02,Chicago,,,,,Social,0.5458203106586663
2024-12-02,Dallas,,,,,Social,0.47238654926964607
2024-12-02,Houston,,,,,Social,0.40715586124845277
2024-12-02,Atlanta,,,,,Social,15.762247218591224
2024-12-02,Phoenix,,,,,Social,4.777165638458261
2024-12-02,Seattle,,,,,Social,8.610164301964247
2024-12-02,NYC,,,,,Display,72.99367776692146
2024-12-02,LA,,,,,Display,2.2347785269912435
2024-12-02,Chicago,,,,,Display,262.7666308514607
2024-12-02,Dallas,,,,,Display,8.65611523620437
2024-12-02,Houston,,,,,Display,2.6723962354921853
2024-12-02,Atlanta,,,,,Display,3.023307259591751
2024-12-02,Phoenix,,,,,Display,15.324564056621666
2024-12-02,Seattle,,,,,Display,2.7965484848428965
2024-12-02,NYC,,,,,Price,12.291713878741668
2024-12-02,LA,,,,,Price,12.159251627657165
2024-12-02,Chicago,,,,,Price,12.361571897657209
2024-12-02,Dallas,,,,,Price,12.291687920437118
2024-12-02,Houston,,,,,Price,12.422852875456607
2024-12-02,Atlanta,,,,,Price,12.40585811556219
2024-12-02,Phoenix,,,,,Price,12.312779687068158
2024-12-02,Seattle,,,,,Price,12.237613565327928
2024-12-09,NYC,,,,,Sales,198.73199163144486
2024-12-09,LA,,,,,Sales,190.96043442046863
2024-12-09,Chicago,,,,,Sales,197.44241590135144
2024-12-09,Dallas,,,,,Sales,141.32575493405227
2024-12-09,Houston,,,,,Sales,259.8539414109223
2024-12-09,Atlanta,,,,,Sales,201.874071184742
2024-12-09,Phoenix,,,,,Sales,218.8866903895278
2024-12-09,Seattle,,,,,Sales,175.25813927767126
2024-12-09,NYC,,,,,TV,240.0859215792641
2024-12-09,LA,,,,,TV,9.804308806052408
2024-12-09,Chicago,,,,,TV,264.69017941445793
2024-12-09,Dallas,,,,,TV,8.905530007287622
2024-12-09,Houston,,,,,TV,92.78351232239265
2024-12-09,Atlanta,,,,,TV,68.48685753255002
2024-12-09,Phoenix,,,,,TV,164.30536872459956
2024-12-09,Seattle,,,,,TV,269.92978559672855
2024-12-09,NYC,,,,,Search,0.6935716757027932
2024-12-09,LA,,,,,Search,0.1675713569440441
2024-12-09,Chicago,,,,,Search,6.088605725082196
2024-12-09,Dallas,,,,,Search,5.658450088606919
2024-12-09,Houston,,,,,Search,0.4682806997599086
2024-12-09,Atlanta,,,,,Search,1.1097397699481644
2024-12-09,Phoenix,,,,,Search,1.4326222162960793
2024-12-09,Seattle,,,,,Search,0.8744440396995333
2024-12-09,NYC,,,,,Social,6.8064209319436975
2024-12-09,LA,,,,,Social,0.34897675740550843
2024-12-09,Chicago,,,,,Social,1.8193562071770957
2024-12-09,Dallas,,,,,Social,0.28190329837387085
2024-12-09,Houston,,,,,Social,0.4247445326333962
2024-12-09,Atlanta,,,,,Social,10.490990147156918
2024-12-09,Phoenix,,,,,Social,7.275557092285213
2024-12-09,Seattle,,,,,Social,8.795307123724784
2024-12-09,NYC,,,,,Display,55.86160314979079
